11;0.328724303;;
20;0.164191479;;9
29;0.04082205;;9
48;0.328724303;;19
127;0.082106253;;79
139;0.664853187;;12
142;1.241895714;;3
144;2.560348663;;2
156;0.664853187;;12
157;0.664853187;;1
173;2.560348663;;16
174;2.560348663;;1
178;0.328724303;;4
179;2.560348663;;1
183;0.664853187;;4
190;2.560348663;;7
195;0.664853187;;5
196;1.241895714;;1
201;1.241895714;;5
207;2.560348663;;6
212;0.664853187;;5
214;0.246024582;;2
220;1.241895714;;6
225;0.328724303;;5
232;0.019689903;;7
234;2.560348663;;2
235;2.560348663;;1
237;1.241895714;;2
238;0.719173935;;1
241;0.328724303;;3
242;0.350735287;;1
246;0.328724303;;4
251;0.433626558;;5
252;1.241895714;;1
256;0.664853187;;4
282;0.001791118;;26
284;2.560348663;;2
303;0.350735287;;19
329;0.082106253;;26
355;0.164191479;;26
358;0.04082205;;3
367;0.164191479;;9
381;0.04082205;;14
385;0.328724303;;4
387;0.082106253;;2
391;0.04082205;;4
393;2.560348663;;2
408;0.082106253;;15
415;0.019689903;;7
453;0.04082205;;38
479;0.164191479;;
