2,1.29542526191
3,1.40331474967
4,1.47970385048
6,1.47703243284
7,1.4750904836
8,1.50102035031
9,1.55030430415
11,1.61240126267
12,1.68003609712
13,1.76849862856
15,1.84815406417
16,1.892787947
17,1.86840570179
19,1.92535549841
20,1.92578453138
21,1.92704722238
22,1.95291472902
24,2.02268183393
25,2.06819930105
26,2.05418293709
28,2.08609141447
29,2.11736272533
30,2.11717254002
31,2.09239612067
33,2.10184573203
34,2.20380517581
35,2.23600401477
37,2.25349931965
38,2.24851935545
39,2.24420295867
41,2.23881683878
42,2.22393811582
43,2.22035608228
44,2.22498763045
46,2.2040351275
47,2.18420620837
48,2.17950137012
50,2.21699475039
51,2.27159486569
52,2.32753416957
54,2.39680077958
55,2.37302342928
56,2.38958881064
57,2.29562366972
59,2.24004221297
60,2.17425727783
61,2.11143211775
63,2.1116196256
64,2.14574615983
65,2.1708527254
66,2.22010922355
68,2.19015238216
69,2.2121225168
70,2.19869120042
72,2.19388037849
73,2.16205007312
74,2.1545375314
76,2.16304992192
77,2.20259319835
78,2.21354963215
79,2.20513469009
81,2.20816909708
82,2.19070157113
83,2.21236659515
85,2.21636373133
86,2.20923039175
87,2.18921027765
89,2.22667406682
90,2.20715354918
91,2.19058157591
92,2.18367863099
94,2.17050448872
95,2.21850099639
96,2.1963714327
98,2.23255501404
99,2.23781314843
100,2.2312980689
102,2.25237926151
103,2.22128837886
104,2.25147287389
105,2.20218630842
107,2.19946220993
108,2.24170041406
109,2.2618071998
111,2.24611087935
112,2.27517089048
113,2.32294105014
114,2.35540329713
116,2.36650063057
117,2.3675575855
118,2.36854902504
120,2.34624971997
121,2.3437016855
122,2.35054803415
124,2.33773357738
125,2.35946371275
126,2.36170413594
127,2.38077324566
129,2.39522814154
130,2.36398329708
131,2.32850023922
133,2.27386313508
134,2.22718093099
135,2.21925040964
137,2.22647364727
138,2.2014053168
139,2.21805283459
140,2.19324769565
142,2.21481190835
143,2.29232920991
144,2.32514829705
146,2.38304468455
147,2.40449677886
148,2.50250987652
149,2.56707901709
151,2.58585502295
153,2.59595475879
154,2.55053247316
156,2.55617360853
157,2.52874484305
